word,importance
tried charge,0.666292316564469
different photos,0.6652122845790506
room ugly,0.6639167282713
room cold,0.6584184397260013
fi weak,0.6574589838247521
weak,0.6574589838247521
property,0.6554087179459536
noisy night,0.6545245528094382
overpriced not_worth,0.6414821987116187
limited,0.6370893854413064
bad smell,0.6249845651055898
experience worked,0.6245738832913367
refused late,0.6122435310909047
far away,0.608795468702881
away,0.608795468702881
breakfast terrible,0.607972914579917
didn work,0.6071770814266301
not_comfortable,0.6058056002017698
stressful stay,0.6049484797079882
smelled awful,0.6016238149224178
couldn sleep,0.5988578556740973
weird,0.5948873110113778
grumpy,0.5947131138520338
things broken,0.5922748594102788
check confusing,0.5805133604136593
messages,0.5781738607178735
cold tasteless,0.570799583431865
long,0.567945269180133
ignored messages,0.5626912359074002
room totally,0.5602858247073672
totally different,0.5602858247073672
took long,0.5601444319470029
loud night,0.5541971229494486
boring room,0.5539241003024573
cold food,0.5523374002976753
staff didn,0.552149516620126
understand,0.5513729178439821
took,0.5496174918506316
kept disconnecting,0.5491873748998202
awful stay,0.5482416185989685
broken ac,0.547900440146346
not_good couples,0.5473884195736772
room old,0.5469112173709575
stains,0.5447138725361853
couldn rest,0.5446465024274307
disconnecting,0.537614312355943
air conditioner,0.5347000280941911
conditioner,0.5347000280941911
air,0.5347000280941911
stay overall,0.5324663028077106
terrible stay,0.5316297810265436
couldn communicate,0.5287707866346972
plain,0.5271108654758827
wrong directions,0.5240384887832642
arrogant,0.5216768273940505
experience,0.5207049841757228
relax,0.5203864305754279
looked old,0.5195997284980406
fi didn,0.5170605470946714
messy dusty,0.5140986027543212
far not_convenient,0.5117155123616831
main,0.5112767971990118
far main,0.5112767971990118
bad service,0.5104710207000351
sheets,0.5058009306700135
breakfast awful,0.5045469552314142
old furniture,0.5030103693289263
didn help,0.5023029144776352
didn respond,0.5018039146258672
didn provide,0.4992456714699544
provide,0.4992456714699544
connection,0.49921439205803464
wall,0.49791152861008847
just wall,0.49791152861008847
noisy place,0.49469618946194555
annoying,0.49446154519991115
fi unstable,0.49053768686405336
awful experience,0.48801016085617094
room uncomfortable,0.484829342935482
different pictures,0.4839600826155377
odor,0.4835906659969952
answer,0.47608792811086054
terrible experience,0.46901208198622885
room outdated,0.4672361600731485
things,0.46606059264714883
rude impatient,0.4600427299885732
smelled moldy,0.4594465907054414
wrong start,0.4592296708405184
center,0.4581635109698347
attractions,0.4554286649960394
photos,0.4539637882807576
communicate,0.4531577010681075
requests,0.4508581059868757
old room,0.449332373759367
couldn relax,0.4478696219142288
tried overcharge,0.4477093994114801
overcharge,0.4477093994114801
host cold,0.44480558946076104
dark depressing,0.4432094814722983
stay worked,0.4417809944839856
disrespectful,0.4399648631256146
rudely,0.43861213126581944
neighbors,0.43723880587942254
outdated furniture,0.43377170408708743
host unfriendly,0.43370960831826105
staff poor,0.427935210105927
room messy,0.4273447047535019
carpet,0.4268480488941808
lights,0.42156350160886696
bad odor,0.41571160612279495
rude unprofessional,0.4118871007691238
room completely,0.4105756064488223
check,0.40735169527591253
stressful experience,0.4063860010407258
time,0.4032429502317202
ignored completely,0.40137217207060927
just walls,0.4010171855769688
dirty smelly,0.400301126080072
worked properly,0.39977951877193196
just,0.3986520095321755
money,0.39421083610104735
texts,0.39208577547921375
didn reply,0.3913351153275621
coffee cold,0.39117717692125376
unusable,0.38894172934238674
broken unusable,0.38894172934238674
unstable,0.38830142108338167
night,0.3783272677494536
not_decoration boring,0.37623175580214896
couples small,0.37584987522161745
disgusting,0.3744645521461406
loud music,0.3701005244755432
music,0.3701005244755432
refused early,0.36893729214750426
rest,0.368866051763835
service rude,0.3652413045049842
couples,0.36374605661024584
city,0.3602171062737172
dirty bathroom,0.3591044220087608
families,0.3574956189732211
start,0.35662280453140516
ignored requests,0.35563117801930993
dirty smelled,0.35468959368865355
guests,0.350944632699751
outside,0.3494659684429294
rude staff,0.3489081681901947
old food,0.34821381857722516
calls,0.34649213384190086
shower,0.3425574803501728
dark unpleasant,0.339666979637094
ugly room,0.33853080981315997
host angry,0.3379233192705323
bad lighting,0.3364469776710796
clean room,0.3358366249731069
furniture,0.33567062733387754
traffic,0.33283367219853044
bathroom,0.32918458932786376
unfriendly staff,0.32554453815694057
dirty place,0.32409421610523514
smelled terrible,0.32371277423722483
looked completely,0.3230978240701656
food cold,0.32184691756761624
furniture poor,0.3198104214436143
finish,0.3168529684254304
work time,0.3142498046886603
view,0.31206011409786727
cold stale,0.308360778156693
cold breakfast,0.3063246773846153
flavorless,0.3047035447911277
cold flavorless,0.3047035447911277
reach,0.30460587584973237
unhelpful rude,0.30289124342440304
street,0.29839328773717805
reply messages,0.29684242904628166
host,0.2957081979839411
directions,0.2912391790592748
noisy neighbors,0.2906180504812693
care,0.28899832406949383
worst experience,0.28733253196227526
request,0.28453302302398786
went,0.2792505105041388
breakfast old,0.2742828770128443
like photos,0.2732971248713232
host unhelpful,0.2720135912908965
ac,0.2712266293124366
right,0.2693266554977802
lazy rude,0.26919029858079757
dirty room,0.2682842511060466
room small,0.2673025895546234
broken dirty,0.26724565988800947
rude dismissive,0.26496870580407667
service staff,0.26259656624397426
outdated dark,0.25356387339055153
poor lighting,0.2534536273376786
didn understand,0.251074588033386
start finish,0.24488425956441387
uncomfortable bed,0.24448138601502553
dirty carpet,0.24301082532904497
know area,0.24221187290851717
local,0.2383112932387238
room bad,0.22486695977262466
extra,0.2236438901842031
spots,0.22070861630335897
local spots,0.22070861630335897
bad location,0.21819273425678923
rest properly,0.2172279823034302
ignored texts,0.21683758178906207
hard sleep,0.2164410142401912
reply,0.21270221530181962
noisy stressful,0.206824152589547
bed dirty,0.20480112973754466
hard couldn,0.20240548422460017
floor,0.2022904342157149
broken frustrating,0.2022002153946718
lit,0.20187898578946584
small dirty,0.2013483883483332
rude arrogant,0.20058204893831866
help,0.19912282672171333
bad cold,0.19653772172458278
bad coffee,0.19595195306703156
bad experience,0.19535015338490305
cold heater,0.19406437869611454
heater,0.19406437869611454
respond,0.19175501283546956
neighborhood couldn,0.19046736467485795
noisy neighborhood,0.19046736467485795
wait,0.18694919196148613
rude people,0.1832672899368871
rude didn,0.1828485713938249
water,0.1825330054767453
dirty uncomfortable,0.17509399549652505
late,0.17472067364353536
wi fi,0.17464042132392849
wi,0.17464042132392849
unorganized,0.17461063889403203
coffee old,0.17071184099149422
looked,0.16803183108755917
bad dirty,0.1627026046147718
atmosphere,0.1579215099568524
breakfast selection,0.15632755813487637
selection,0.15632755813487637
refused check,0.14877458644989722
smell,0.14700062366310368
issues,0.14408394770843508
ignored questions,0.14292204466561959
bed uncomfortable,0.14158127166723591
wifi,0.1388062031080887
dirty bed,0.13160119218719682
ve,0.12438052307008168
city center,0.11667896137348567
available,0.11610757935257573
night couldn,0.09670971456770963
dirty messy,0.08464327977757238
definitely,0.08411979128891434
hopes,0.08182369335008438
cold coffee,0.08057621768883654
rude unhelpful,0.07557215825644382
questions,0.06522374861977996
checkout rude,0.058952824698909244
not_new,0.044021188551903595
options,0.03908988804554266
information,0.032893528362541
room smelled,0.02753242985575059
surroundings,0.021856843737783495
weekend,0.02052405334422352
window,0.01737652777691566
attitude,0.016313454529346478
coffee,0.013204688599605297
shops,0.012806193481835537
maintenance,0.012617643924231967
recommend,0.00864231576575605
meal,0.008561854312694319
late checkout,0.007164671051895854
checkout,0.0070835077893813
hours,0.005787637085683257
star,0.004348563595656003
worked expected,0.0006249268828447496
old broken,0.0
not_clean,0.0
broken furniture,0.0
polite cheerful,0.0
place relax,-0.004927979415143297
bed,-0.006295714651875444
room looked,-0.013315341152458767
people,-0.020585313377041017
acceptable average,-0.02233444392228828
okay simple,-0.02337398222382985
trip,-0.0316791487304595
bathroom okay,-0.034054448798865516
perfect loved,-0.0362716819654029
fine bit,-0.036957635517713194
average service,-0.03815118449560481
start end,-0.038421155959810736
end,-0.038421155959810736
great host,-0.03888580500647061
design,-0.03966649785941238
kinda,-0.0435141511859729
towels,-0.04519916889774059
clean loved,-0.045891267781907115
slept great,-0.04625323194668866
average condition,-0.04771171452237982
normal okay,-0.04778009442513352
place,-0.04801647310962144
quiet okay,-0.04816404707189137
average okay,-0.049094800980557934
service fine,-0.04913180576841797
decor fine,-0.050084698345414534
relaxing vibe,-0.05121471835088336
distance,-0.05224442558770726
average acceptable,-0.053549540345054776
manageable distance,-0.05379937005833314
stay loved,-0.059126171989251554
fine okay,-0.06191293777818089
transport,-0.06282501512786297
public transport,-0.06282501512786297
public,-0.06282501512786297
not_complaints,-0.06425750573956066
quiet environment,-0.06504284371012087
smooth perfect,-0.06572532633873004
bright clean,-0.0673174868359171
light,-0.06790187246274688
communication,-0.06814755810534752
decor average,-0.07063196179900263
vibe neutral,-0.07144016125695725
good english,-0.07223851235615449
spoke good,-0.07223851235615449
excellent service,-0.07257760328797337
bread,-0.07286565241940504
decor loved,-0.07375367655604896
bright modern,-0.07567304700648557
place okay,-0.07693580934440823
edible,-0.0785409537652373
design bright,-0.07886815199926138
not_the,-0.079199627743565
not_the best,-0.079199627743565
kind helpful,-0.08107046967423054
stay met,-0.08139037150980385
behavior,-0.08159453686820464
luggage nice,-0.08183406409234775
stay perfect,-0.08218480411998116
kind understanding,-0.08283162735595946
fine normal,-0.0851073437353352
stay exceeded,-0.08543615478223765
fresh fruit,-0.08550474466294387
neutral polite,-0.08568005695410204
price average,-0.08575331667517144
temperature okay,-0.08632748857187285
felt,-0.0880930314596527
easy talk,-0.08848736251746238
neutral fine,-0.08923286686309871
perfect check,-0.09156007122524219
design simple,-0.09364558632499614
fine manageable,-0.09494954586834752
early,-0.09544331668753184
early check,-0.09544331668753184
simple fine,-0.09550771299819862
okay great,-0.0970554959823702
great breakfast,-0.09782354791022564
beautiful design,-0.09783948847265442
polite short,-0.09845156662296523
perfect relaxing,-0.09928105061421574
environment,-0.0994021285027221
okay minimal,-0.10181991488318486
modern cozy,-0.10191086496985584
fresh hot,-0.10218017849533559
fine simple,-0.10234165736884789
super helpful,-0.1027934875449088
noise okay,-0.10486059647273896
okay normal,-0.10656104997110215
basics,-0.10709964119210415
professional average,-0.1071636320282729
changed okay,-0.10754278548839818
super kind,-0.10772286983515951
environment slept,-0.10827196872252581
choices,-0.10844303934804138
average comfort,-0.11157106031778312
smell fine,-0.1117958276626867
friendly polite,-0.11331619045611556
host amazing,-0.11470593131990098
gym pool,-0.11553903891393699
slept perfectly,-0.1162270941683904
noise acceptable,-0.11653319512943201
neutral okay,-0.11671753681541762
tasty coffee,-0.11797212315905652
sleep quality,-0.11834766800078803
cozy warm,-0.11870163412360632
working,-0.11958039571705432
location easy,-0.11964151887854756
replied time,-0.12030105311411915
average stay,-0.12152181155329997
furniture fine,-0.12162127916409544
room loved,-0.12188670950211736
okay did,-0.12195029835919939
fine not_great,-0.12327968446700044
good coffee,-0.12432999597345902
delicious fresh,-0.12483360911334877
cozy stylish,-0.12540111461688094
fine neutral,-0.12544944318229442
okay not_very,-0.12623820970689614
taste,-0.12631763161361154
polite neutral,-0.12704679029989413
clean cozy,-0.12710892942628285
loved vibe,-0.12832309574759196
pool,-0.12844640917271108
okay neutral,-0.12868392831857395
okay edible,-0.129479768836266
neighborhood great,-0.13057281552189123
price matched,-0.13109938844848834
great sleep,-0.1334614572416378
response,-0.13417981895781717
okay manageable,-0.13480853133164697
clean okay,-0.13537418390566544
lighting cozy,-0.1360474287666078
okay basic,-0.13627714565380583
kind gave,-0.13673492993736183
peaceful relaxing,-0.13688249248977288
clean short,-0.13706043160677667
pool clean,-0.137505236388781
room felt,-0.13785146645499796
internet fine,-0.13879462599959644
internet speed,-0.13972108905153174
polite spoke,-0.1401780431155523
minimal help,-0.14024192989649897
check okay,-0.14138807617113588
cozy room,-0.14145966208365254
acceptable fancy,-0.1421596446408033
chairs,-0.14217474163949148
basic info,-0.14278601712695493
cleaner,-0.14420912833243205
money worth,-0.14471154041187
peaceful location,-0.1454556344925703
good location,-0.14590408874893537
talk,-0.14615453157911515
okay not_great,-0.14650833752835896
bright cozy,-0.14672091162104386
neutral did,-0.14675494346044912
friendly helpful,-0.14697417315862296
trips,-0.14704390725892824
okay cleaner,-0.1478034180731718
room beautiful,-0.14894510601943906
fine not_bad,-0.14908735401788598
relaxing stay,-0.14929208167406863
great gesture,-0.15008235345157944
hot fresh,-0.15038671719040483
stay went,-0.1505289740309584
polite not_friendly,-0.1511962061137178
staff super,-0.1513874228835052
scenery,-0.1529675248729571
tea snacks,-0.153008682136464
free snacks,-0.15314748650480522
safe,-0.15336882936956653
temperature,-0.1542853211187223
staff,-0.15445291517036783
design cozy,-0.15557491434627685
great communication,-0.15569670586686227
great value,-0.15570799133047777
garden view,-0.15589098667027748
check nice,-0.15650644695230864
experience overall,-0.15694789307904192
responsive kind,-0.1569923401543136
beautiful scenery,-0.15752027867033955
fine special,-0.15859872066038255
polite quiet,-0.15877781728753668
near shops,-0.1588003811195984
management,-0.15923205766988102
space,-0.1598865480367881
restaurants,-0.15999687032736706
okay night,-0.1600037127477134
polite respectful,-0.16117442736978674
clean tidy,-0.1630912576955016
nights not_noise,-0.163536964074739
food fine,-0.1636984838867293
coffee okay,-0.1645762848992873
distant,-0.1654122006924636
location fine,-0.16550772878164538
perfect stay,-0.16640880517395118
facilities gym,-0.16668048125321075
fruit,-0.16721079373037614
wonderful stay,-0.16727194763248332
loved decor,-0.1673017642193999
sunlight,-0.16833922698163264
bright sunlight,-0.16833922698163264
clean bright,-0.16860391864413807
condition okay,-0.16866016652110769
loved stay,-0.1689898107994898
towels daily,-0.1706458314465086
daily,-0.1706458314465086
fast check,-0.17108217430985026
short answers,-0.1722702194926349
cozy vibe,-0.17285866018897275
beautiful garden,-0.17422945232557238
pictures,-0.1771921726086098
polite quick,-0.17725451118732408
beautiful decor,-0.17753241435501954
responsive polite,-0.17951629650911582
tidy peaceful,-0.18064956952872996
okay slow,-0.18226629550405835
internet okay,-0.18226629550405835
area slept,-0.18285697280857455
restaurant recommendations,-0.18346767241531475
fine basic,-0.18378681555584037
drinks snacks,-0.18386741667810247
okay not_too,-0.1854389484957017
check smooth,-0.18743473182334128
upgrade,-0.18807812263319995
free upgrade,-0.18807812263319995
experience fine,-0.18824246288940738
fresh tasty,-0.1889150236456788
peaceful atmosphere,-0.1890019517187128
facilities worked,-0.19066317761501309
breakfast great,-0.19131609611301512
okay memorable,-0.1916983483126875
okay not_bright,-0.19183855480191409
travel tips,-0.19398880964613557
gym,-0.19402494633460252
clean smelled,-0.19468623208814087
worked,-0.1949912845684418
area,-0.19507823635664298
fresh clean,-0.19561832045709082
super clean,-0.19601193752867768
peaceful environment,-0.19671434184615302
prepared,-0.19766855995672128
totally,-0.1979824491519839
good service,-0.19906903174601825
condition,-0.20068833972982641
totally worth,-0.20199456828087334
perfect experience,-0.20302662207620925
host extremely,-0.2039131548538713
location okay,-0.20572099342597658
clean fresh,-0.2061568349399001
not_memorable,-0.2067788565819716
replied slowly,-0.20831769903263841
average quality,-0.20834021427901683
simple room,-0.20840349364744903
stay average,-0.20903190596722593
polite minimal,-0.20913478037166255
bed slept,-0.21017515605500736
bit slow,-0.21033432500506513
staff smiling,-0.21171747428045412
nice gesture,-0.2122530605335056
polite understanding,-0.2127345075762341
kind patient,-0.2139435098516188
bed okay,-0.21496553661781007
polite professional,-0.21502143160997114
late check,-0.2166416644352735
breakfast variety,-0.21665315386390496
travelers,-0.21681927947078836
offered tea,-0.21763180135482066
professional quiet,-0.2193591243040869
okay usable,-0.21973792046641916
location close,-0.2202289122772779
excellent location,-0.2206170109107687
free drinks,-0.22103955834523512
smelled clean,-0.22296759694653295
room average,-0.22488251420695884
helpful polite,-0.22563187951413594
beautiful place,-0.2275998386985307
bed soft,-0.22785335928350006
soft,-0.22785335928350006
okay short,-0.228580179003099
smell okay,-0.22884889680765358
cozy atmosphere,-0.22895999936067185
okay average,-0.22954800642842624
amazing stay,-0.23063019465198858
room peaceful,-0.23064400240711214
average organization,-0.23066356983035344
experience average,-0.23089334914748721
fine average,-0.23089661052166702
check check,-0.23102648605820028
perfect business,-0.23256141574413985
super nice,-0.23284436529212324
normal special,-0.23307210944849918
soft pillows,-0.23353241026408525
pillows,-0.23353241026408525
lighting average,-0.23420036576428063
replies,-0.23430751864964325
room fine,-0.23463173134790344
bed fine,-0.23506940100851115
great restaurant,-0.23671781374296555
restaurant,-0.23671781374296555
not_impressive,-0.2374763641492367
okay standard,-0.23782090785269958
view fine,-0.23923334720041306
quick respond,-0.2394750923194753
perfect place,-0.23949413602400632
hot tasty,-0.2403793449397508
fresh towels,-0.24081825359900275
tho,-0.2409220353089148
fine not_too,-0.24114498046967622
responded slowly,-0.24118458423835407
average overall,-0.24132369685139476
friendly host,-0.24144650651650715
like baby,-0.24256559256969965
slept like,-0.24256559256969965
baby,-0.24256559256969965
beautiful interior,-0.2435241152782231
tone,-0.24358373591958687
recommendations,-0.24497519898575326
fi super,-0.24582392049572344
peaceful vibe,-0.24620471065383082
service,-0.24651462856906187
checked regularly,-0.2477261679334422
regularly,-0.2477261679334422
free breakfast,-0.24839088024004335
quiet nights,-0.24857858288088253
kind attentive,-0.24894036207564388
perfectly fine,-0.25175860385145293
great experience,-0.2557689569417548
lighting okay,-0.25691015431531083
day,-0.2578758091598284
small garden,-0.2583339907112147
organized clean,-0.25976354420235065
great local,-0.26001073653502316
maybe recommend,-0.2604632668490783
recommend short,-0.2604632668490783
extremely,-0.26081337899617907
peaceful quiet,-0.26089519657795307
brand,-0.2621555997014338
brand new,-0.2621555997014338
neighborhood,-0.2638485062592658
free early,-0.26441596463276335
remotely,-0.2647882323546392
working remotely,-0.2647882323546392
vibe,-0.26597513277998125
okay not_bad,-0.26637389791903887
beautifully decorated,-0.2664607769696659
okay bit,-0.26663886105798595
staff fine,-0.2686242567047784
getaway,-0.27017013453239064
weekend getaway,-0.27017013453239064
room lighting,-0.27103143287951237
short stay,-0.27235422997457187
fine standard,-0.2725176418216566
not_bright,-0.2726674120211907
morning,-0.27398185072787606
relaxing environment,-0.27424576237992354
emails,-0.2750460556535214
perfect weekend,-0.27505458613865036
process,-0.27577947709646705
matched photos,-0.2769508066637935
interior,-0.2773022169589997
not_fast,-0.2781654297448196
shared minimal,-0.2781821406627231
host fine,-0.2784335344661275
cleanliness,-0.27904178447436573
extra towels,-0.27933370249661754
organization,-0.27951369557332084
fine just,-0.279797738727594
business trips,-0.28101359642156665
staff okay,-0.2823838878321526
setup,-0.2831310917738573
smelled great,-0.2833339726045725
good lighting,-0.2835473722484475
breakfast hot,-0.284353430986825
average cleanliness,-0.28569238520176693
clean bathroom,-0.28739823652381274
short stays,-0.28788397889289263
professional friendly,-0.28804463247202183
speed okay,-0.2898938249731409
filling,-0.29048578497263156
drinks,-0.29176966412449334
provided basic,-0.2918738155442146
short work,-0.29203314461011504
okay special,-0.29329385332330415
10 10,-0.2936798703586526
host respectful,-0.2961988194566984
breakfast amazing,-0.2974267378235349
helped luggage,-0.30164671800482484
online,-0.30198453991744867
replied eventually,-0.3024872880044928
functional,-0.30296309771699975
service okay,-0.3046619882676494
just perfect,-0.305648920784573
not_ideal,-0.30644276992773456
not_very,-0.3066148978290393
clean towels,-0.3104784361986987
memorable,-0.31057399203128255
stays,-0.31190844015957103
issues manageable,-0.3127548318848671
water snacks,-0.31324059737463883
okay limited,-0.31345516718784633
polite distant,-0.3135119852381699
close,-0.31437448672196866
breakfast,-0.31540422090549575
check process,-0.31582890886259113
peaceful nights,-0.3161862929828729
offered early,-0.316287764959987
answers,-0.32023888316431365
perfect working,-0.3209299824078462
spoke basic,-0.3223539223908444
breakfast excellent,-0.3234130181057951
okay overall,-0.324468617250802
tea,-0.3246614919399135
room comfortable,-0.32466688949664674
adults,-0.32471467083302213
smelled amazing,-0.32478428449889896
room spacious,-0.3251056506824495
long stays,-0.32576291468871554
breakfast acceptable,-0.32827343355302424
bed comfy,-0.32841747422598544
professional not_friendly,-0.3291043797379703
perfect families,-0.33329951500786237
room,-0.3347770230072915
expectations,-0.33555795892273865
not_noise,-0.3384743150842383
stay acceptable,-0.3387501702787676
experience okay,-0.33886348287648893
perfect location,-0.3399652803011571
complain,-0.34030178816125495
super friendly,-0.34109140062019777
quick reply,-0.3419259792207793
basic english,-0.3423972696453108
gesture,-0.3436930858131382
hospitality,-0.34415142862602177
breakfast coffee,-0.34828779779377245
room design,-0.3495836851392622
gave free,-0.35014742999236315
natural,-0.3518265234922936
natural light,-0.3518265234922936
looked new,-0.3520640834162186
fluently,-0.3522649522251144
english fluently,-0.3522649522251144
beautifully,-0.35274811465042094
host nice,-0.3533467359572064
replied late,-0.3548823001411337
fi speed,-0.35627829323540655
comfortable stay,-0.35677882774885517
breakfast average,-0.35938906779254715
staff kind,-0.36106081437760973
perfect couples,-0.36119898305581105
decoration,-0.3616050314574999
travel,-0.36258026506110963
business,-0.3626401364120984
really,-0.36553916764850264
fine short,-0.365738664928865
maybe stay,-0.36595865105084757
beautiful room,-0.36685945146459165
professional distant,-0.36903463542608494
peaceful area,-0.36943449008791013
clean organized,-0.36970107432300037
care guests,-0.3709649814308347
host slow,-0.37112988277911435
communication host,-0.37137931569860205
friendly staff,-0.37148528589184354
room warm,-0.3757603960498317
stay fine,-0.3765901091320755
host quick,-0.3784457215000527
fi stable,-0.38112609712040546
average experience,-0.3847036506726565
host okay,-0.38548175264222057
stay expected,-0.3858571377279994
stay okay,-0.38725437485487496
room spotless,-0.3872750840346999
noise level,-0.387377291271288
perfect remote,-0.38863566902589647
loved place,-0.39028357669645714
noise manageable,-0.3907913872066822
clean night,-0.3907967810476999
warm cozy,-0.39098081888357034
check fine,-0.39305878753809625
super fast,-0.39345514159230693
stayed,-0.39349354238271417
fast stable,-0.3939117303525464
host feel,-0.3965092985839271
offered late,-0.4032089717154328
room modern,-0.40630599399686085
good value,-0.40984519074375725
simple design,-0.4128834202182653
view okay,-0.41335247528457464
location near,-0.41660692554344575
noise not_bad,-0.4170346615446801
staff friendly,-0.4192752265970326
fi perfect,-0.4198334945538036
comfy,-0.4229471046961128
stylish,-0.42332034817525577
like home,-0.42388023015604503
staff polite,-0.4249578881020422
great place,-0.42778804373588164
recommended,-0.429605579279463
highly recommended,-0.429605579279463
asked,-0.4296617368994998
level,-0.430757651611549
spotless smelled,-0.43165546722018555
fair price,-0.4373609851921214
peaceful neighborhood,-0.4389508964221098
variety,-0.43992635610621184
spacious,-0.4403422455606795
smell neutral,-0.44644002661927173
local tips,-0.4502794225912559
comfort,-0.45258735395246585
times,-0.45375479900154053
lots,-0.4543224560854323
room exactly,-0.45491604979581823
balcony,-0.4564858992458765
similar smaller,-0.46004122429155186
remote work,-0.4602160490818086
remote,-0.4602160490818086
host super,-0.46442313247910044
view balcony,-0.46631253469986844
staff professional,-0.46660263570974564
strong stable,-0.46841571563103424
fine overall,-0.46959656384857296
improved,-0.47019890059540415
host gave,-0.47064851698319793
excellent breakfast,-0.4707625809522446
somewhat,-0.47135219655718463
good facilities,-0.4718318432346918
decorated,-0.47219504813027674
went smoothly,-0.47802826017423217
room okay,-0.4823605734704651
absolutely,-0.484796501108053
near,-0.48483169433177686
did job,-0.4959858081924849
job,-0.4959858081924849
spoke english,-0.49620869466735656
10,-0.49724324448496143
room matched,-0.4977855803079277
gave great,-0.49872073207463447
smelled nice,-0.49934656971000796
luggage,-0.5025946789947171
facilities,-0.5049945726191429
stars,-0.5078769091469983
speed,-0.508226043791743
breakfast fine,-0.5101521899427882
perfect start,-0.5118092609181505
staff neutral,-0.5135834456346787
