0	Everything bad, one star.
1	Everything okay, three-star experience.
2	Peaceful nights, no noise at all.
0	Too noisy every night.
1	Some noise, manageable.
2	Host quick to respond, amazing.
0	Host late to reply, frustrating.
1	Host replied eventually.
2	Room clean, bed comfy.
0	Room dirty, bed old.
1	Room okay, bed okay.
2	Everything was lovely ❤
0	Everything was horrible
1	Everything was fine
2	Perfect for remote work setup.
0	Wi-Fi too slow, can’t work here.
1	Wi-Fi decent, not fast.
2	Beautiful interior and clean space.
0	Dirty space, outdated furniture.
1	Simple design, clean enough.
2	Highly recommended for couples.
0	Not good for couples.
1	Okay for a night or two.
2	Host offered early check-in, so nice!
0	Host refused late check-out, rude.
1	Check-in and check-out normal.
2	Everything smooth and perfect.
0	Everything complicated and wrong.
1	Everything average.
2	Friendly people, calm vibe.
0	Rude people around, bad vibe.
1	Neutral atmosphere, nothing special.
2	Loved it here, would return!
0	Regret booking, waste of money.
1	Would stay again if needed.
2	Host professional and welcoming.
0	Host not professional.
1	Host polite, short interaction.
2	Clean towels every day.
0	No fresh towels, disgusting.
1	Towels changed once, okay.
2	Good place to rest after a trip.
0	Noisy place, can’t relax.
1	Fine for quick rest.
2	Everything was just right!
0	Everything went wrong.
1	Everything okay, nothing special.
2	Absolutely wonderful stay, would come again!
0	Terrible experience, nothing went right.
1	Stay was okay, met my expectations.
2	Staff were extremely friendly and helpful.
0	Staff were rude and unprofessional.
1	Staff did their job, nothing exceptional.
2	Beautiful room, clean and well-decorated.
0	Room smelled bad and looked dirty.
1	Room was average, nothing to complain about.
2	Breakfast was fresh and tasty.
0	Breakfast was awful and cold.
1	Breakfast fine, standard buffet.
2	Perfect location, close to all attractions.
0	Too far from city center, not convenient.
1	Location was decent, could be better.
2	Wi-Fi was fast and stable.
0	Wi-Fi didn’t work at all.
1	Wi-Fi speed was acceptable.
2	Very comfortable bed and quiet room.
0	Noisy room and uncomfortable bed.
1	Bed was okay, slept fine.
2	Host was amazing, very kind and attentive.
0	Host was unresponsive and rude.
1	Host was neutral, quick but short answers.
2	Everything exceeded our expectations!
0	Completely disappointed with the stay.
1	It was an average experience overall.
2	Loved the view from our balcony.
0	No view, just a wall outside.
1	View was okay, nothing special.
2	Great value for money, highly recommend!
0	Not worth the price paid.
1	Price matched the quality offered.
2	Check-in process was fast and easy.
0	Check-in was slow and confusing.
1	Check-in normal, nothing special.
2	Room was spotless and smelled fresh.
0	Room was dirty and unpleasant.
1	Room clean enough, okay for one night.
2	Host communicated quickly and clearly.
0	Host didn’t reply to any messages.
1	Host replied but with delays.
2	Peaceful neighborhood, very relaxing stay.
0	Too noisy at night, couldn’t sleep.
1	Area was moderately quiet.
2	Everything was smooth and perfect.
0	Everything went wrong from start to end.
1	Experience was fine overall.
2	Delicious breakfast and coffee!
0	Food was cold and stale.
1	Breakfast okay, basic items.
2	Fantastic staff, very welcoming!
0	Unhelpful staff, bad service.
1	Service was fine, nothing special.
2	Amazing stay, couldn’t ask for more!
0	Worst hotel I’ve ever stayed in.
1	Stay was fine, average experience.
2	Everything worked perfectly, very satisfied.
0	Nothing worked, very disappointed.
1	Everything functioned normally.
2	Host was super nice and offered great tips.
0	Host was lazy and ignored us.
1	Host provided basic help when asked.
2	Comfortable bed and quiet environment.
0	Noisy hallways, couldn’t sleep.
1	Bed okay, sleep quality average.
2	Spotless bathroom and clean towels.
0	Bathroom dirty and smelled bad.
1	Bathroom was okay, could be cleaner.
2	Good breakfast selection, everything fresh.
0	Food stale, not worth it.
1	Breakfast acceptable, average taste.
2	Fantastic staff, always smiling.
0	Unfriendly staff, poor service.
1	Staff fine, not particularly friendly.
2	Perfect for a relaxing weekend.
0	Stressful stay, full of problems.
1	Stay okay, nothing too bad.
2	Room exactly like pictures online.
0	Room looked completely different from photos.
1	Room similar but smaller.
2	Great facilities, pool and gym clean.
0	Facilities broken and dirty.
1	Facilities okay, some minor issues.
2	Excellent Wi-Fi and fast connection.
0	Wi-Fi kept dropping constantly.
1	Wi-Fi speed average.
2	Host responded instantly, super helpful.
0	Host ignored our questions.
1	Host answered eventually.
2	Everything clean and comfortable.
0	Room messy and dusty.
1	Clean enough for short stay.
2	Beautiful interior, cozy atmosphere.
0	Old furniture, unpleasant design.
1	Simple decor, average look.
2	Highly recommend this place to everyone!
0	Would never come back here.
1	Might consider staying again.
2	Peaceful location, slept really well.
0	Noisy neighbors all night long.
1	Noise level moderate.
2	Quick check-in, friendly welcome.
0	Confusing check-in process.
1	Check-in average, fine overall.
2	Host went above and beyond to help.
0	Host didn’t care about guests.
1	Host professional, but not friendly.
2	Everything exceeded expectations!
0	Didn’t meet expectations at all.
1	Stay met basic expectations.
2	Good value, worth the price.
0	Overpriced for the service quality.
1	Price reasonable, average overall.
2	Beautiful garden view and quiet area.
0	View blocked by walls, not nice.
1	View decent, nothing special.
2	Room smelled fresh and new.
0	Bad smell, mold everywhere.
1	Smell neutral, fine overall.
2	Host gave great restaurant recommendations.
0	Host didn’t know local area.
1	Host provided limited info.
2	Everything was smooth and stress-free.
0	Everything was chaotic and confusing.
1	Stay went as planned, average.
2	Amazing hospitality, felt like home.
0	Worst service ever, staff didn’t care.
1	Service was fine, just average.
2	Room was bright, modern and clean.
0	Room old and poorly maintained.
1	Room acceptable, not impressive.
2	Loved the balcony view, stunning scenery.
0	No window view at all.
1	View was okay, nothing memorable.
2	Friendly host, quick to help.
0	Host never showed up.
1	Host responded after some time.
2	Everything spotless and well organized.
0	Dirty place, unorganized mess.
1	Clean enough for short visit.
2	Comfortable bed, slept deeply.
0	Bed too hard, couldn’t rest.
1	Bed fine, not great.
2	Delicious food, fresh ingredients.
0	Food terrible and cold.
1	Food average, edible.
2	Perfect location for sightseeing.
0	Difficult to find, far from city.
1	Location fair, not ideal.
2	Host offered us drinks and snacks.
0	Host didn’t offer anything.
1	Host provided basic amenities.
2	Quiet room, peaceful atmosphere.
0	Noisy air conditioner all night.
1	Some noise but manageable.
2	Staff polite and professional.
0	Staff ignored our requests.
1	Staff did their job, no extra effort.
2	Everything exceeded expectations.
0	Completely unsatisfied with the experience.
1	Stay was as expected, nothing more.
2	Good Wi-Fi, smooth connection.
0	Wi-Fi unstable and slow.
1	Wi-Fi worked most of the time.
2	Room smelled nice and looked new.
0	Smelled bad and looked old.
1	Smell neutral, fine overall.
2	Host gave amazing travel advice.
0	Host was clueless about local places.
1	Host knew some info, not much.
2	Room was cozy and nicely decorated.
0	Room dull and poorly lit.
1	Room plain, nothing fancy.
2	Breakfast exceeded expectations!
0	Breakfast disappointing, very limited.
1	Breakfast okay, standard meal.
2	Great place for couples.
0	Not suitable for families or couples.
1	Okay for short visits.
2	Felt very comfortable during stay.
0	Couldn’t relax, constant noise.
1	Stay was fine overall.
2	Everything worked perfectly fine.
0	Several things broken, frustrating.
1	Minor issues but manageable.
2	Host always available and helpful.
0	Host ignored all messages.
1	Host replied after long delay.
2	Room modern, new furniture.
0	Outdated furniture, unpleasant look.
1	Furniture okay, functional.
2	Staff made us feel welcome.
0	Staff were cold and unhelpful.
1	Staff neutral and distant.
2	Host offered free breakfast, very kind.
0	Host charged extra unfairly.
1	Host charged normally.
2	Wonderful design, stylish room.
0	Old-fashioned and ugly room.
1	Simple but okay design.
2	Perfect stay, everything went smoothly.
0	Disaster from start to finish.
1	Experience fine, met expectations.
2	Loved the peaceful neighborhood.
0	Noisy streets outside, couldn’t rest.
1	Area was quiet at times.
2	Easy check-in and check-out.
0	Check-in process complicated.
1	Check-in okay, a bit slow.
2	Good value for price, totally worth it.
0	Too expensive for what we got.
1	Reasonable price, fair deal.
2	Beautiful place, exceeded expectations.
0	Ugly and dirty place.
1	Place okay, nothing special.
2	Would definitely come again!
0	Never staying here again.
1	Maybe would stay if needed.
2	Everything was perfect, loved it all.
0	Everything was awful.
1	Everything average, acceptable.
2	Host kind and understanding.
0	Host rude and dismissive.
1	Host polite but distant.
2	Good breakfast, hot and tasty.
0	Breakfast cold and bad.
1	Breakfast fine, nothing special.
2	Peaceful environment, slept great.
0	Too loud to sleep.
1	Some noise but not bad.
2	Outstanding service, they truly care about guests.
0	Horrible experience, regret booking here.
1	Stay was fine, not remarkable.
2	Everything was clean, modern, and elegant.
0	Everything looked old and dirty.
1	Room acceptable, not stylish but okay.
2	Friendly staff, felt very welcomed.
0	Staff didn’t even say hello.
1	Staff polite but distant.
2	Absolutely loved the decoration!
0	No decoration at all, boring room.
1	Simple room, nothing special.
2	Best hotel I’ve stayed at so far!
0	Worst night ever, couldn’t sleep.
1	Stay was average, nothing stood out.
2	Peaceful environment, so relaxing.
0	Too noisy, couldn’t focus or rest.
1	A bit noisy but manageable.
2	Breakfast delicious, lots of variety.
0	Breakfast limited and cold.
1	Breakfast average, few options.
2	Wi-Fi stable and super fast.
0	Wi-Fi not working most of the time.
1	Internet connection decent overall.
2	Room smelled amazing, very clean.
0	Bad odor from bathroom.
1	Smell okay, not too strong.
2	Host offered early check-in, very nice gesture.
0	Host refused any request.
1	Host allowed normal check-in.
2	Everything was well organized.
0	Messy place, couldn’t find anything.
1	Average cleanliness.
2	Comfortable bed and soft pillows.
0	Bed too small and uncomfortable.
1	Bed fine, just basic.
2	Host was patient and caring.
0	Host yelled and was rude.
1	Host responded professionally.
2	Good facilities, gym and pool were great.
0	Facilities broken, gym closed.
1	Facilities okay, limited.
2	Quick and smooth check-out.
0	Check-out took forever.
1	Check-out process average.
2	Perfect place for a weekend getaway.
0	Wouldn’t recommend to anyone.
1	Okay for one short night.
2	Everything exceeded expectations again!
0	Didn’t meet any of my expectations.
1	Stay matched what I expected.
2	Host gave complimentary snacks, so thoughtful!
0	Host charged extra for everything.
1	Host didn’t include any extras.
2	Room cozy and warm, loved the ambiance.
0	Room cold and uncomfortable.
1	Temperature okay, average comfort.
2	Fantastic communication from the host.
0	No replies at all, frustrating.
1	Replies took time but fine.
2	Location amazing, near everything we needed.
0	Too far away from attractions.
1	Location fine, average distance.
2	Beautiful room with natural light.
0	Room dark and depressing.
1	Lighting okay, not too bright.
2	Food tasty and fresh, loved it!
0	Food bad, couldn’t finish my meal.
1	Food fine, nothing special.
2	Very quiet at night, slept well.
0	Too loud outside all night.
1	Some noise, not disturbing.
2	Host so kind, really appreciated the help.
0	Host ignored us the whole time.
1	Host answered but not friendly.
2	Would stay here again without a doubt!
0	Definitely not coming back.
1	Maybe would stay again if improved.
2	Everything was absolutely perfect ❤
0	Everything went wrong, terrible experience.
1	Everything average overall.
2	Staff made us feel at home.
0	Staff didn’t care at all.
1	Staff okay, nothing memorable.
2	Great atmosphere, loved the vibe.
0	Bad vibe, felt uncomfortable.
1	Vibe neutral, okay place.
2	Room was clean and bright.
0	Dirty room with stains everywhere.
1	Room acceptable, basic cleanliness.
2	Good location and easy to find.
0	Hard to find, far from main road.
1	Location fine, manageable.
2	Host polite and understanding.
0	Host rude and unhelpful.
1	Host replied shortly, nothing else.
2	Everything smooth from start to end.
0	Complicated stay with too many issues.
1	Stay normal, nothing to complain.
2	Excellent experience overall!
0	Awful service and communication.
1	Average experience, no highlights.
2	Perfect for family trips.
0	Not suitable for children.
1	Okay for small families.
2	Everything about this place was just perfect!
0	Nothing went right during our stay.
1	Stay was average, nothing remarkable.
2	Staff went out of their way to help us.
0	Staff completely ignored our issues.
1	Staff did their job, nothing more.
2	Room was spacious and bright, loved it!
0	Small, dark room with broken lights.
1	Room was fine, a bit small but okay.
2	Delicious breakfast with many options.
0	Breakfast was awful and dry.
1	Breakfast was okay, not bad.
2	Peaceful and quiet, slept like a baby.
0	Too loud at night, impossible to rest.
1	Noise level okay for sleeping.
2	Great host, super quick replies!
0	Host didn’t reply to messages at all.
1	Host replied after some time.
2	Clean bathroom with fresh towels daily.
0	Bathroom dirty and smelled bad.
1	Bathroom clean enough, okay overall.
2	Perfect for couples, very cozy vibe.
0	Not suitable for couples at all.
1	Good for one-night stays.
2	Host friendly and cheerful.
0	Host rude and not welcoming.
1	Host was fine, a bit formal.
2	Everything exceeded my expectations!
0	Didn’t meet my expectations at all.
1	Stay was fine, as expected.
2	Good facilities and working aircon.
0	Broken air conditioner, very hot.
1	Facilities acceptable, average.
2	Excellent location, near everything.
0	Far away from shops and attractions.
1	Location fine, manageable distance.
2	Host offered free upgrade, awesome!
0	Host refused to help at all.
1	Host did normal check-in.
2	Room design modern and elegant.
0	Room looked outdated and ugly.
1	Design simple, but okay.
2	Great atmosphere and relaxing vibe.
0	Bad atmosphere, very uncomfortable.
1	Neutral vibe overall.
2	Everything was spotless and smelled nice.
0	Room dirty and dusty everywhere.
1	Clean enough for a night.
2	Staff polite, spoke clearly.
0	Staff unhelpful, poor communication.
1	Staff okay, normal service.
2	Host gave free snacks and coffee.
0	Host charged extra unfairly.
1	Host didn’t include any extras.
2	Comfortable mattress and nice bedding.
0	Old mattress, couldn’t sleep.
1	Bed was fine, nothing special.
2	Very convenient check-in process.
0	Check-in was confusing and slow.
1	Check-in took normal time.
2	Good lighting, perfect for work.
0	Room too dark, bad lighting.
1	Lighting average, nothing special.
2	Everything ran smoothly, no issues.
0	Many problems, terrible experience.
1	Stay okay, small issues only.
2	Host extremely responsive and kind.
0	Host ignored every message.
1	Host responded but short answers.
2	Good Wi-Fi and stable signal.
0	Wi-Fi down half the time.
1	Wi-Fi speed okay.
2	Would totally stay again, loved it!
0	Never staying here again, waste of money.
1	Maybe would stay again someday.
2	Great breakfast and friendly service.
0	Food was bad and staff rude.
1	Food okay, service neutral.
2	Room felt like home, so cozy.
0	Room cold and empty.
1	Room okay, not warm but fine.
2	Host so nice, offered late checkout.
0	Host refused late checkout rudely.
1	Checkout normal time, no issues.
2	Beautiful surroundings and garden area.
0	Dirty area, trash everywhere.
1	Outside area fine, nothing special.
2	Everything top-notch, loved every second.
0	Worst trip of my life.
1	Stay okay, not too bad.
2	Great communication with host, quick responses.
0	No replies from host all weekend.
1	Slow communication but okay.
2	Room tidy and fresh.
0	Room messy and smelled bad.
1	Room clean enough, nothing more.
2	Excellent service, super friendly people.
0	Bad service, rude attitude.
1	Service was okay, not memorable.
2	Perfect location, very convenient.
0	Too far, not accessible.
1	Location acceptable, fine overall.
2	Good breakfast, tasty food.
0	Cold food, nothing edible.
1	Breakfast fine, average quality.
2	Very comfortable stay overall.
0	Uncomfortable from start to finish.
1	Stay was fine, okay overall.
2	Host went above expectations, so kind!
0	Host didn’t care about our issues.
1	Host handled things normally.
2	Everything was great, highly recommend!
0	Everything terrible, avoid this place.
1	Everything average, decent stay.
2	Loved the clean design and cozy bed.
0	Old furniture, very uncomfortable.
1	Simple design, acceptable.
2	Excellent room service, quick and polite.
0	Slow service, staff careless.
1	Service okay, not impressive.
2	Beautiful view, calm surroundings.
0	No view, just walls.
1	View fine, nothing amazing.
2	Everything clean and organized.
0	Messy place, not worth it.
1	Place okay, average cleanliness.
2	Host polite and welcoming.
0	Host unprofessional, very rude.
1	Host okay, minimal contact.
2	Felt safe and relaxed here.
0	Unsafe neighborhood, very noisy.
1	Neighborhood okay, mixed vibe.
2	Good overall experience.
0	Bad overall experience.
1	Experience average, fine overall.
2	Wonderful experience, would definitely come again!
0	One of the worst stays I’ve had.
1	Stay was average, not too bad.
2	Room clean, modern, and comfortable.
0	Dirty room, smelled awful.
1	Room fine, just basic.
2	Host was very helpful and polite.
0	Host ignored us completely.
1	Host professional but distant.
2	Great breakfast, everything fresh and hot.
0	Cold breakfast, limited food choices.
1	Breakfast average, okay taste.
2	Peaceful and relaxing environment.
0	Noisy neighborhood, couldn’t sleep.
1	Area quiet sometimes, depends on time.
2	Perfect location, easy to get around.
0	Hard to find, far from everything.
1	Location fine, not ideal but okay.
2	Everything clean and tidy, loved it.
0	Everything dirty and unorganized.
1	Clean enough, not spotless.
2	Excellent service, staff super friendly.
0	Staff rude, didn’t help at all.
1	Service fine, nothing special.
2	Beautiful design, bright and cozy.
0	Old design, dull lighting.
1	Design simple, fine for price.
2	Wi-Fi was strong and reliable.
0	Wi-Fi didn’t work all day.
1	Connection was okay most of the time.
2	Host provided extra blankets, very kind.
0	Host didn’t provide basic amenities.
1	Host offered what was expected.
2	Comfortable bed, slept perfectly.
0	Bed old and hard.
1	Bed fine, sleep quality average.
2	Host checked in with us regularly.
0	Host disappeared after check-in.
1	Host available when asked.
2	Everything worked perfectly fine.
0	Air conditioner broken, very hot.
1	Minor issues, but okay overall.
2	Host gave great restaurant suggestions.
0	Host had no idea about local spots.
1	Host gave limited advice.
2	Room had amazing natural light.
0	Room dark and unpleasant.
1	Lighting average, not too bad.
2	Staff always smiling and cheerful.
0	Staff unhelpful and annoyed.
1	Staff neutral, not very engaging.
2	Very quiet and peaceful at night.
0	Noisy guests kept us up.
1	Some noise, manageable level.
2	Delicious food, worth every penny.
0	Food cold, didn’t enjoy it.
1	Food was fine, basic taste.
2	Host responded immediately to messages.
0	No response from host at all.
1	Reply took a few hours, fine overall.
2	Good value for the money.
0	Overpriced for the quality.
1	Price was fair, not cheap or expensive.
2	Room looked exactly like the photos.
0	Room totally different from pictures.
1	Room similar but smaller.
2	Everything exceeded expectations.
0	Very disappointing experience.
1	Met expectations, nothing extra.
2	Host offered free drinks, very generous.
0	Host refused any special requests.
1	Host followed basic policy.
2	Room cozy and stylish.
0	Room cold, plain, and empty.
1	Room acceptable, nothing fancy.
2	Perfect for families, lots of space.
0	Too small for a family.
1	Enough for short stay.
2	Check-in was smooth and fast.
0	Check-in was long and confusing.
1	Check-in normal process.
2	Good facilities, well maintained.
0	Facilities broken and dirty.
1	Facilities okay, some old equipment.
2	Host polite and spoke fluent English.
0	Host didn’t understand any English.
1	Host spoke basic English.
2	Room smelled great, everything fresh.
0	Bad odor from bathroom.
1	Smell neutral, not noticeable.
2	Everything clean and organized nicely.
0	Everything a mess, very dirty.
1	Clean enough, decent effort.
2	Host kind, helped carry luggage.
0	Host didn’t help at all.
1	Host okay, not friendly.
2	Beautiful view from the balcony.
0	No view, just walls.
1	View was okay, small window.
2	Room felt like home, very cozy.
0	Uncomfortable and cold atmosphere.
1	Room plain but fine.
2	Staff very professional and warm.
0	Staff untrained and rude.
1	Staff did their job.
2	Host gave free early check-in.
0	Host charged extra for early check-in.
1	Host followed standard rules.
2	Everything worked perfectly, no complaints.
0	Too many problems, nothing worked.
1	Minor problems, acceptable stay.
2	Quiet and relaxing environment.
0	Too loud, constant noise.
1	Noise level okay.
2	Host always available, great communication.
0	Host ignored texts and calls.
1	Host responded but slowly.
2	Comfortable sofa, cozy vibe overall.
0	Furniture uncomfortable and old.
1	Furniture fine, not stylish.
2	Good breakfast and tasty coffee.
0	Coffee cold and bitter.
1	Breakfast okay, limited choices.
2	Perfect weekend getaway!
0	Ruins your weekend, not worth it.
1	Stay fine, nothing great.
2	Everything was smooth, loved it.
0	Everything went wrong, bad stay.
1	Stay fine, normal experience.
2	Room beautiful, clean, and spacious.
0	Room dirty, small, and dark.
1	Room okay, manageable.
2	Staff helpful with everything we needed.
0	Staff didn’t bother helping.
1	Staff responded sometimes.
2	Great energy, calm and welcoming.
0	Negative atmosphere, uncomfortable vibe.
1	Vibe neutral, okay for short stay.
2	Host followed up to ensure comfort.
0	Host disappeared after problems appeared.
1	Host responded only when asked.
2	Everything perfect, zero issues.
0	Everything broken, nightmare stay.
1	Some issues, overall fine.
2	Amazing place, I loved every minute of my stay.
0	Horrible, I wish I never booked this place.
1	Stay was fine, nothing extraordinary.
2	The staff went above and beyond to help.
0	The staff didn’t care at all.
1	The staff were okay, did their job.
2	Everything was clean and beautifully arranged.
0	Room dirty, smelled bad the whole time.
1	Room acceptable, could be cleaner.
2	Great host, made me feel very welcome.
0	Host ignored all my messages.
1	Host responded eventually, nothing special.
2	Excellent breakfast with lots of variety.
0	Breakfast was cold and stale.
1	Breakfast okay, nothing fancy.
2	Loved the modern design and bright room.
0	Room dark, depressing decor.
1	Room okay, not bad.
2	Friendly staff, always smiling.
0	Rude staff, poor attitude.
1	Staff neutral, okay overall.
2	Perfect stay, everything worked smoothly.
0	Everything broken, terrible maintenance.
1	Some issues but overall fine.
2	Wi-Fi was excellent and fast.
0	Wi-Fi didn’t work most of the time.
1	Internet okay, sometimes slow.
2	Host was lovely and caring.
0	Host rude and arrogant.
1	Host polite but not friendly.
2	Very peaceful and relaxing environment.
0	Too noisy to relax properly.
1	Some noise but not bad.
2	Room spotless, smelled fresh.
0	Dirty sheets and carpet.
1	Clean enough, okay for price.
2	Everything exceeded my expectations again!
0	Nothing went as expected, so bad.
1	Stay met expectations, not more.
2	Host offered free upgrade, super kind!
0	Host refused to help when needed.
1	Host handled request normally.
2	Great location, right next to restaurants.
0	Far away from any food places.
1	Location okay, a bit far.
2	Comfortable bed, slept very well.
0	Bed was hard, couldn’t sleep.
1	Bed okay, not bad.
2	Food was delicious, really fresh.
0	Food cold and flavorless.
1	Food was fine, average meal.
2	Quick check-in, no issues at all.
0	Check-in slow, long waiting time.
1	Check-in average, nothing bad.
2	Perfect for remote work, great Wi-Fi.
0	Wi-Fi too slow to work properly.
1	Wi-Fi okay for basic use.
2	Beautiful view from the window.
0	No view at all, just a wall.
1	View was fine, nothing special.
2	Host super friendly and polite.
0	Host didn’t even greet us.
1	Host polite but quiet.
2	Everything was organized and clean.
0	Messy place, disorganized staff.
1	Place acceptable, a bit messy.
2	Peaceful neighborhood, felt very safe.
0	Unsafe area, loud at night.
1	Neighborhood fine, not too bad.
2	Good breakfast and coffee
0	Cold coffee, old food.
1	Breakfast fine, typical options.
2	Host gave us amazing travel tips.
0	Host gave wrong directions.
1	Host provided minimal information.
2	Room comfortable, cozy atmosphere.
0	Room cold, couldn’t get warm.
1	Temperature fine, nothing special.
2	Everything was perfect, can’t complain.
0	Everything terrible, waste of money.
1	Experience okay, average stay.
2	Staff very kind and attentive.
0	Staff ignored our requests.
1	Staff okay, not proactive.
2	Host spoke English fluently.
0	Host couldn’t communicate at all.
1	Host spoke basic English, enough.
2	Room matched pictures exactly.
0	Room looked completely different.
1	Room similar but older.
2	Good facilities, everything worked well.
0	Broken shower and AC.
1	Facilities okay, a bit old.
2	Loved the cozy vibe here!
0	Hated the room, not comfortable.
1	Room okay, not too bad.
2	Host offered free drinks, very nice.
0	Host tried to charge extra.
1	Host didn’t offer anything special.
2	Quiet nights, slept perfectly.
0	Loud music all night long.
1	Some noise but acceptable.
2	Everything went smoothly, stress-free stay.
0	So many problems, stressful experience.
1	Stay fine, minor issues.
2	Great value for the money.
0	Overpriced and disappointing.
1	Price okay for what you get.
2	Friendly team, always smiling.
0	Staff rude and impatient.
1	Staff fine, standard service.
2	Beautifully decorated room, loved the style.
0	No decoration, plain room.
1	Simple decor, fine overall.
2	Everything exceeded expectations, again perfect!
0	Didn’t meet expectations, very poor.
1	Stay was fine, expected results.
2	Good location, easy to reach.
0	Too far from center.
1	Location okay, manageable.
2	Host extremely responsive and kind.
0	Host didn’t answer at all.
1	Host responded later.
2	Clean room, great service.
0	Dirty place, rude staff.
1	Average room and service.
2	Very relaxing and peaceful.
0	Noisy and stressful stay.
1	Quiet sometimes, okay overall.
2	Breakfast tasty, coffee fresh.
0	Breakfast terrible, coffee burnt.
1	Breakfast acceptable.
2	Host helpful and friendly.
0	Host ignored messages.
1	Host answered slowly.
2	Good value overall.
0	Not worth the price.
1	Fair price, standard stay.
2	Loved the clean bathroom!
0	Dirty bathroom, water everywhere.
1	Bathroom fine, usable.
2	Room cozy, nice smell.
0	Room smelly and damp.
1	Smell okay, not strong.
2	Everything was amazing ❤
0	Hated everything about this place.
1	Stay was okay overall.
2	Perfect setup for working remotely.
0	Wi-Fi too weak for work.
1	Internet speed average.
2	Staff helpful with luggage.
0	No help from anyone.
1	Staff did minimal work.
2	Beautiful property, great design.
0	Old building, needs renovation.
1	Building okay, nothing special.
2	Host made us feel welcome.
